time,voltaje_ent,voltaje_cap_5,R_5,C_5,voltaje_cap_8,R_8,C_8,voltaje_cap_10,R_10,C_10,voltaje_cap_12,R_12,C_12,voltaje_cap_15,R_15,C_15
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.12,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.02,55300,1.00E-04,0.3,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.24,55300,1.00E-04,0.5,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.43,55300,1.00E-04,0.66,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.04,14920,1.00E-03
1000,4.93,0.66,55300,1.00E-04,0.83,1750,4.70E-03,0.09,99300,1.00E-04,0.02,53100,2.20E-04,0.13,14920,1.00E-03
1200,4.93,0.85,55300,1.00E-04,1,1750,4.70E-03,0.22,99300,1.00E-04,0.14,53100,2.20E-04,0.23,14920,1.00E-03
1400,4.93,1.07,55300,1.00E-04,1.14,1750,4.70E-03,0.33,99300,1.00E-04,0.24,53100,2.20E-04,0.34,14920,1.00E-03
1600,4.93,1.26,55300,1.00E-04,1.28,1750,4.70E-03,0.44,99300,1.00E-04,0.34,53100,2.20E-04,0.43,14920,1.00E-03
1800,4.93,1.46,55300,1.00E-04,1.43,1750,4.70E-03,0.53,99300,1.00E-04,0.44,53100,2.20E-04,0.57,14920,1.00E-03
2000,4.93,1.41,55300,1.00E-04,1.59,1750,4.70E-03,0.69,99300,1.00E-04,0.54,53100,2.20E-04,0.68,14920,1.00E-03
2200,4.93,1.7,55300,1.00E-04,1.67,1750,4.70E-03,0.77,99300,1.00E-04,0.64,53100,2.20E-04,0.78,14920,1.00E-03
2400,4.93,1.9,55300,1.00E-04,1.8,1750,4.70E-03,0.92,99300,1.00E-04,0.74,53100,2.20E-04,0.9,14920,1.00E-03
2600,4.93,2.08,55300,1.00E-04,1.95,1750,4.70E-03,1.02,99300,1.00E-04,0.84,53100,2.20E-04,1,14920,1.00E-03
2800,4.93,2.25,55300,1.00E-04,2.05,1750,4.70E-03,1.09,99300,1.00E-04,0.92,53100,2.20E-04,1.18,14920,1.00E-03
3000,4.93,2.4,55300,1.00E-04,2.15,1750,4.70E-03,1.19,99300,1.00E-04,1.01,53100,2.20E-04,1.26,14920,1.00E-03
3200,4.93,2.56,55300,1.00E-04,2.29,1750,4.70E-03,1.29,99300,1.00E-04,1.11,53100,2.20E-04,1.35,14920,1.00E-03
3400,4.93,2.69,55300,1.00E-04,2.45,1750,4.70E-03,1.39,99300,1.00E-04,1.2,53100,2.20E-04,1.43,14920,1.00E-03
3600,4.93,2.85,55300,1.00E-04,2.5,1750,4.70E-03,1.48,99300,1.00E-04,1.31,53100,2.20E-04,1.49,14920,1.00E-03
3800,4.93,3,55300,1.00E-04,2.68,1750,4.70E-03,1.58,99300,1.00E-04,1.37,53100,2.20E-04,1.38,14920,1.00E-03
4000,4.93,3.12,55300,1.00E-04,2.77,1750,4.70E-03,1.76,99300,1.00E-04,1.48,53100,2.20E-04,1.66,14920,1.00E-03
4200,4.93,3.26,55300,1.00E-04,2.87,1750,4.70E-03,1.87,99300,1.00E-04,1.56,53100,2.20E-04,1.74,14920,1.00E-03
4400,4.93,3.38,55300,1.00E-04,2.95,1750,4.70E-03,1.96,99300,1.00E-04,1.64,53100,2.20E-04,1.83,14920,1.00E-03
4600,4.93,3.52,55300,1.00E-04,3.07,1750,4.70E-03,2.18,99300,1.00E-04,1.71,53100,2.20E-04,1.91,14920,1.00E-03
4800,4.93,3.65,55300,1.00E-04,3.16,1750,4.70E-03,2.32,99300,1.00E-04,1.79,53100,2.20E-04,1.99,14920,1.00E-03
5000,4.93,3.83,55300,1.00E-04,3.24,1750,4.70E-03,2.27,99300,1.00E-04,1.89,53100,2.20E-04,2.02,14920,1.00E-03
5200,4.93,3.94,55300,1.00E-04,3.34,1750,4.70E-03,2.36,99300,1.00E-04,1.98,53100,2.20E-04,2.09,14920,1.00E-03
5400,4.93,4.12,55300,1.00E-04,3.44,1750,4.70E-03,2.46,99300,1.00E-04,2.04,53100,2.20E-04,2.1,14920,1.00E-03
5600,4.93,4.3,55300,1.00E-04,3.54,1750,4.70E-03,2.65,99300,1.00E-04,2.13,53100,2.20E-04,2.01,14920,1.00E-03
5800,4.93,4.47,55300,1.00E-04,3.67,1750,4.70E-03,2.56,99300,1.00E-04,2.19,53100,2.20E-04,2.29,14920,1.00E-03
6000,4.93,4.74,55300,1.00E-04,3.75,1750,4.70E-03,2.69,99300,1.00E-04,2.25,53100,2.20E-04,2.11,14920,1.00E-03
6200,4.93,4.88,55300,1.00E-04,3.84,1750,4.70E-03,2.75,99300,1.00E-04,2.34,53100,2.20E-04,2.25,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,4,1750,4.70E-03,2.87,99300,1.00E-04,2.41,53100,2.20E-04,2.32,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.1,1750,4.70E-03,2.87,99300,1.00E-04,2.46,53100,2.20E-04,2.44,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.23,1750,4.70E-03,2.93,99300,1.00E-04,2.54,53100,2.20E-04,2.45,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.36,1750,4.70E-03,3.01,99300,1.00E-04,2.56,53100,2.20E-04,2.52,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.47,1750,4.70E-03,3.05,99300,1.00E-04,2.62,53100,2.20E-04,2.56,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.59,1750,4.70E-03,3.18,99300,1.00E-04,2.69,53100,2.20E-04,2.62,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.71,1750,4.70E-03,3.19,99300,1.00E-04,2.79,53100,2.20E-04,2.71,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.83,1750,4.70E-03,3.28,99300,1.00E-04,2.84,53100,2.20E-04,2.78,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,4.96,1750,4.70E-03,3.36,99300,1.00E-04,2.87,53100,2.20E-04,2.83,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.53,99300,1.00E-04,2.96,53100,2.20E-04,2.9,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.6,99300,1.00E-04,3.03,53100,2.20E-04,2.92,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.58,99300,1.00E-04,3.09,53100,2.20E-04,2.98,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.65,99300,1.00E-04,3.12,53100,2.20E-04,3.03,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.73,99300,1.00E-04,3.18,53100,2.20E-04,3.08,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.78,99300,1.00E-04,3.25,53100,2.20E-04,3.12,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.9,99300,1.00E-04,3.34,53100,2.20E-04,3.18,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.97,99300,1.00E-04,3.36,53100,2.20E-04,3.24,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.03,99300,1.00E-04,3.45,53100,2.20E-04,3.28,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.11,99300,1.00E-04,3.52,53100,2.20E-04,3.31,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.13,99300,1.00E-04,3.55,53100,2.20E-04,3.38,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.22,99300,1.00E-04,3.63,53100,2.20E-04,3.44,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.35,99300,1.00E-04,3.71,53100,2.20E-04,3.52,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.67,99300,1.00E-04,3.77,53100,2.20E-04,3.59,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.63,99300,1.00E-04,3.84,53100,2.20E-04,3.66,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.68,99300,1.00E-04,3.87,53100,2.20E-04,3.67,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.82,99300,1.00E-04,3.95,53100,2.20E-04,3.74,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.93,99300,1.00E-04,4.01,53100,2.20E-04,3.78,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.95,99300,1.00E-04,4.11,53100,2.20E-04,3.81,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.19,53100,2.20E-04,3.91,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.22,53100,2.20E-04,4.05,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.28,53100,2.20E-04,4.22,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.3,53100,2.20E-04,4.3,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.47,53100,2.20E-04,4.43,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.49,53100,2.20E-04,4.51,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.61,53100,2.20E-04,4.59,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.67,53100,2.20E-04,4.68,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.78,53100,2.20E-04,4.72,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.86,53100,2.20E-04,4.77,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.93,53100,2.20E-04,4.82,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.99,53100,2.20E-04,4.89,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.96,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.99,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0.03,55300,1.00E-04,0.18,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.25,55300,1.00E-04,0.34,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.26,55300,1.00E-04,0.53,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.4,55300,1.00E-04,0.67,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1000,4.93,0.58,55300,1.00E-04,0.8,1750,4.70E-03,0.1,99300,1.00E-04,0,53100,2.20E-04,0.01,14920,1.00E-03
1200,4.93,1.07,55300,1.00E-04,0.97,1750,4.70E-03,0.23,99300,1.00E-04,0.08,53100,2.20E-04,0.11,14920,1.00E-03
1400,4.93,1.1,55300,1.00E-04,1.17,1750,4.70E-03,0.34,99300,1.00E-04,0.18,53100,2.20E-04,0.23,14920,1.00E-03
1600,4.93,1.32,55300,1.00E-04,1.31,1750,4.70E-03,0.45,99300,1.00E-04,0.29,53100,2.20E-04,0.33,14920,1.00E-03
1800,4.93,1.46,55300,1.00E-04,1.38,1750,4.70E-03,0.59,99300,1.00E-04,0.38,53100,2.20E-04,0.41,14920,1.00E-03
2000,4.93,1.66,55300,1.00E-04,1.56,1750,4.70E-03,0.71,99300,1.00E-04,0.48,53100,2.20E-04,0.51,14920,1.00E-03
2200,4.93,1.82,55300,1.00E-04,1.69,1750,4.70E-03,0.83,99300,1.00E-04,0.59,53100,2.20E-04,0.61,14920,1.00E-03
2400,4.93,2.03,55300,1.00E-04,1.89,1750,4.70E-03,1.03,99300,1.00E-04,0.69,53100,2.20E-04,0.7,14920,1.00E-03
2600,4.93,2.14,55300,1.00E-04,1.99,1750,4.70E-03,1.06,99300,1.00E-04,0.78,53100,2.20E-04,0.78,14920,1.00E-03
2800,4.93,2.3,55300,1.00E-04,2.11,1750,4.70E-03,1.14,99300,1.00E-04,0.88,53100,2.20E-04,0.86,14920,1.00E-03
3000,4.93,2.46,55300,1.00E-04,2.23,1750,4.70E-03,1.28,99300,1.00E-04,0.97,53100,2.20E-04,0.95,14920,1.00E-03
3200,4.93,2.66,55300,1.00E-04,2.32,1750,4.70E-03,1.36,99300,1.00E-04,1.07,53100,2.20E-04,1.04,14920,1.00E-03
3400,4.93,2.75,55300,1.00E-04,2.45,1750,4.70E-03,1.48,99300,1.00E-04,1.14,53100,2.20E-04,1.11,14920,1.00E-03
3600,4.93,3,55300,1.00E-04,2.58,1750,4.70E-03,1.7,99300,1.00E-04,1.19,53100,2.20E-04,1.19,14920,1.00E-03
3800,4.93,3.05,55300,1.00E-04,2.68,1750,4.70E-03,1.67,99300,1.00E-04,1.33,53100,2.20E-04,1.31,14920,1.00E-03
4000,4.93,3.12,55300,1.00E-04,2.78,1750,4.70E-03,1.77,99300,1.00E-04,1.41,53100,2.20E-04,1.37,14920,1.00E-03
4200,4.93,3.29,55300,1.00E-04,2.89,1750,4.70E-03,1.93,99300,1.00E-04,1.51,53100,2.20E-04,1.46,14920,1.00E-03
4400,4.93,3.44,55300,1.00E-04,2.98,1750,4.70E-03,2.14,99300,1.00E-04,1.59,53100,2.20E-04,1.53,14920,1.00E-03
4600,4.93,3.55,55300,1.00E-04,3.09,1750,4.70E-03,2.16,99300,1.00E-04,1.68,53100,2.20E-04,1.59,14920,1.00E-03
4800,4.93,3.68,55300,1.00E-04,3.2,1750,4.70E-03,2.25,99300,1.00E-04,1.75,53100,2.20E-04,1.86,14920,1.00E-03
5000,4.93,3.82,55300,1.00E-04,3.28,1750,4.70E-03,2.29,99300,1.00E-04,1.84,53100,2.20E-04,1.78,14920,1.00E-03
5200,4.93,4.01,55300,1.00E-04,3.37,1750,4.70E-03,2.35,99300,1.00E-04,1.9,53100,2.20E-04,1.85,14920,1.00E-03
5400,4.93,4.16,55300,1.00E-04,3.47,1750,4.70E-03,2.4,99300,1.00E-04,1.99,53100,2.20E-04,1.91,14920,1.00E-03
5600,4.93,4.29,55300,1.00E-04,3.58,1750,4.70E-03,2.46,99300,1.00E-04,2.06,53100,2.20E-04,2.02,14920,1.00E-03
5800,4.93,4.52,55300,1.00E-04,3.69,1750,4.70E-03,2.57,99300,1.00E-04,2.14,53100,2.20E-04,2.11,14920,1.00E-03
6000,4.93,4.72,55300,1.00E-04,3.66,1750,4.70E-03,2.68,99300,1.00E-04,2.22,53100,2.20E-04,2.16,14920,1.00E-03
6200,4.93,4.98,55300,1.00E-04,3.89,1750,4.70E-03,2.75,99300,1.00E-04,2.28,53100,2.20E-04,2.24,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,3.87,1750,4.70E-03,2.78,99300,1.00E-04,2.37,53100,2.20E-04,2.32,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.22,1750,4.70E-03,2.9,99300,1.00E-04,2.41,53100,2.20E-04,2.39,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.33,1750,4.70E-03,2.98,99300,1.00E-04,2.48,53100,2.20E-04,2.46,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.37,1750,4.70E-03,3.02,99300,1.00E-04,2.58,53100,2.20E-04,2.54,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.46,1750,4.70E-03,3.12,99300,1.00E-04,2.64,53100,2.20E-04,2.6,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.64,1750,4.70E-03,3.18,99300,1.00E-04,2.7,53100,2.20E-04,2.67,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.88,1750,4.70E-03,3.2,99300,1.00E-04,2.77,53100,2.20E-04,2.76,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.95,1750,4.70E-03,3.2,99300,1.00E-04,2.84,53100,2.20E-04,2.82,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,4.95,1750,4.70E-03,3.26,99300,1.00E-04,2.9,53100,2.20E-04,2.88,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.38,99300,1.00E-04,2.94,53100,2.20E-04,2.94,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.54,99300,1.00E-04,3.02,53100,2.20E-04,3,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.58,99300,1.00E-04,3.08,53100,2.20E-04,3.05,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.66,99300,1.00E-04,3.14,53100,2.20E-04,3.1,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.66,99300,1.00E-04,3.21,53100,2.20E-04,3.17,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.71,99300,1.00E-04,3.27,53100,2.20E-04,3.21,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.79,99300,1.00E-04,3.34,53100,2.20E-04,3.26,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.85,99300,1.00E-04,3.37,53100,2.20E-04,3.31,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.94,99300,1.00E-04,3.42,53100,2.20E-04,3.38,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.06,99300,1.00E-04,3.49,53100,2.20E-04,3.4,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.1,99300,1.00E-04,3.52,53100,2.20E-04,3.46,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.25,99300,1.00E-04,3.6,53100,2.20E-04,3.49,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.51,99300,1.00E-04,3.67,53100,2.20E-04,3.56,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.42,99300,1.00E-04,3.75,53100,2.20E-04,3.62,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.51,99300,1.00E-04,3.79,53100,2.20E-04,3.68,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.63,99300,1.00E-04,3.88,53100,2.20E-04,3.74,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.71,99300,1.00E-04,3.93,53100,2.20E-04,3.82,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.75,99300,1.00E-04,4.02,53100,2.20E-04,3.88,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.88,99300,1.00E-04,4.07,53100,2.20E-04,3.93,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.16,53100,2.20E-04,4.01,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.23,53100,2.20E-04,4.07,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.32,53100,2.20E-04,4.15,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.34,53100,2.20E-04,4.16,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.52,53100,2.20E-04,4.2,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.58,53100,2.20E-04,4.34,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.63,53100,2.20E-04,4.41,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.73,53100,2.20E-04,4.47,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.76,53100,2.20E-04,4.54,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.89,53100,2.20E-04,4.62,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.91,53100,2.20E-04,4.65,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.71,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.85,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.9,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.91,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0.06,55300,1.00E-04,0.15,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.31,55300,1.00E-04,0.31,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.55,55300,1.00E-04,0.53,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.68,55300,1.00E-04,0.65,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1000,4.93,0.93,55300,1.00E-04,0.83,1750,4.70E-03,0.02,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1200,4.93,1.1,55300,1.00E-04,0.97,1750,4.70E-03,0.13,99300,1.00E-04,0.07,53100,2.20E-04,0.1,14920,1.00E-03
1400,4.93,1.26,55300,1.00E-04,1.11,1750,4.70E-03,0.25,99300,1.00E-04,0.18,53100,2.20E-04,0.2,14920,1.00E-03
1600,4.93,1.51,55300,1.00E-04,1.32,1750,4.70E-03,0.38,99300,1.00E-04,0.29,53100,2.20E-04,0.31,14920,1.00E-03
1800,4.93,1.68,55300,1.00E-04,1.46,1750,4.70E-03,0.46,99300,1.00E-04,0.4,53100,2.20E-04,0.39,14920,1.00E-03
2000,4.93,1.83,55300,1.00E-04,1.61,1750,4.70E-03,0.59,99300,1.00E-04,0.49,53100,2.20E-04,0.49,14920,1.00E-03
2200,4.93,2.03,55300,1.00E-04,1.78,1750,4.70E-03,0.7,99300,1.00E-04,0.61,53100,2.20E-04,0.61,14920,1.00E-03
2400,4.93,2.21,55300,1.00E-04,1.83,1750,4.70E-03,0.79,99300,1.00E-04,0.72,53100,2.20E-04,0.69,14920,1.00E-03
2600,4.93,2.22,55300,1.00E-04,1.98,1750,4.70E-03,0.89,99300,1.00E-04,0.79,53100,2.20E-04,0.78,14920,1.00E-03
2800,4.93,2.37,55300,1.00E-04,2.09,1750,4.70E-03,1.02,99300,1.00E-04,0.9,53100,2.20E-04,0.88,14920,1.00E-03
3000,4.93,2.53,55300,1.00E-04,2.2,1750,4.70E-03,1.11,99300,1.00E-04,0.99,53100,2.20E-04,0.96,14920,1.00E-03
3200,4.93,2.68,55300,1.00E-04,2.25,1750,4.70E-03,1.21,99300,1.00E-04,1.06,53100,2.20E-04,1.04,14920,1.00E-03
3400,4.93,2.91,55300,1.00E-04,2.49,1750,4.70E-03,1.32,99300,1.00E-04,1.17,53100,2.20E-04,1.13,14920,1.00E-03
3600,4.93,3.01,55300,1.00E-04,2.5,1750,4.70E-03,1.41,99300,1.00E-04,1.26,53100,2.20E-04,1.21,14920,1.00E-03
3800,4.93,3.2,55300,1.00E-04,2.64,1750,4.70E-03,1.51,99300,1.00E-04,1.35,53100,2.20E-04,1.31,14920,1.00E-03
4000,4.93,3.29,55300,1.00E-04,2.76,1750,4.70E-03,1.63,99300,1.00E-04,1.43,53100,2.20E-04,1.38,14920,1.00E-03
4200,4.93,3.36,55300,1.00E-04,2.9,1750,4.70E-03,1.72,99300,1.00E-04,1.51,53100,2.20E-04,1.47,14920,1.00E-03
4400,4.93,3.47,55300,1.00E-04,2.98,1750,4.70E-03,1.82,99300,1.00E-04,1.61,53100,2.20E-04,1.56,14920,1.00E-03
4600,4.93,3.49,55300,1.00E-04,3.07,1750,4.70E-03,1.9,99300,1.00E-04,1.7,53100,2.20E-04,1.66,14920,1.00E-03
4800,4.93,3.8,55300,1.00E-04,3.18,1750,4.70E-03,1.99,99300,1.00E-04,1.79,53100,2.20E-04,1.73,14920,1.00E-03
5000,4.93,3.97,55300,1.00E-04,3.24,1750,4.70E-03,2.09,99300,1.00E-04,1.86,53100,2.20E-04,1.8,14920,1.00E-03
5200,4.93,4.1,55300,1.00E-04,3.33,1750,4.70E-03,2.17,99300,1.00E-04,1.94,53100,2.20E-04,1.89,14920,1.00E-03
5400,4.93,4.31,55300,1.00E-04,3.42,1750,4.70E-03,2.25,99300,1.00E-04,2.01,53100,2.20E-04,1.97,14920,1.00E-03
