time,voltaje_ent,voltaje_cap_5,R_5,C_5,voltaje_cap_8,R_8,C_8,voltaje_cap_10,R_10,C_10,voltaje_cap_12,R_12,C_12,voltaje_cap_15,R_15,C_15
5200,4.93,4.17,55300,1.00E-04,3.39,1750,4.70E-03,2.21,99300,1.00E-04,1.93,53100,2.20E-04,1.86,14920,1.00E-03
5400,4.93,4.37,55300,1.00E-04,3.5,1750,4.70E-03,2.29,99300,1.00E-04,2.01,53100,2.20E-04,1.95,14920,1.00E-03
5600,4.93,4.52,55300,1.00E-04,3.61,1750,4.70E-03,2.38,99300,1.00E-04,2.07,53100,2.20E-04,2,14920,1.00E-03
5800,4.93,4.62,55300,1.00E-04,3.7,1750,4.70E-03,2.44,99300,1.00E-04,2.12,53100,2.20E-04,2.09,14920,1.00E-03
6000,4.93,4.82,55300,1.00E-04,3.82,1750,4.70E-03,2.53,99300,1.00E-04,2.21,53100,2.20E-04,2.16,14920,1.00E-03
6200,4.93,4.86,55300,1.00E-04,3.91,1750,4.70E-03,2.61,99300,1.00E-04,2.28,53100,2.20E-04,2.22,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,4.05,1750,4.70E-03,2.69,99300,1.00E-04,2.35,53100,2.20E-04,2.29,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.15,1750,4.70E-03,2.76,99300,1.00E-04,2.42,53100,2.20E-04,2.34,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.3,1750,4.70E-03,2.83,99300,1.00E-04,2.49,53100,2.20E-04,2.43,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.43,1750,4.70E-03,2.89,99300,1.00E-04,2.54,53100,2.20E-04,2.48,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.58,1750,4.70E-03,2.96,99300,1.00E-04,2.66,53100,2.20E-04,2.55,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.66,1750,4.70E-03,3.04,99300,1.00E-04,2.72,53100,2.20E-04,2.62,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.77,1750,4.70E-03,3.11,99300,1.00E-04,2.76,53100,2.20E-04,2.68,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.92,1750,4.70E-03,3.18,99300,1.00E-04,2.83,53100,2.20E-04,2.72,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.26,99300,1.00E-04,2.89,53100,2.20E-04,2.8,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.32,99300,1.00E-04,2.92,53100,2.20E-04,2.84,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.38,99300,1.00E-04,3.01,53100,2.20E-04,2.91,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.46,99300,1.00E-04,3.08,53100,2.20E-04,2.95,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.5,99300,1.00E-04,3.18,53100,2.20E-04,3.02,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.6,99300,1.00E-04,3.19,53100,2.20E-04,3.09,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.66,99300,1.00E-04,3.23,53100,2.20E-04,3.12,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.73,99300,1.00E-04,3.3,53100,2.20E-04,3.2,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.81,99300,1.00E-04,3.37,53100,2.20E-04,3.26,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.85,99300,1.00E-04,3.44,53100,2.20E-04,3.32,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.97,99300,1.00E-04,3.52,53100,2.20E-04,3.35,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.06,99300,1.00E-04,3.63,53100,2.20E-04,3.4,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.14,99300,1.00E-04,3.63,53100,2.20E-04,3.46,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.22,99300,1.00E-04,3.68,53100,2.20E-04,3.54,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.32,99300,1.00E-04,3.77,53100,2.20E-04,3.58,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.42,99300,1.00E-04,3.84,53100,2.20E-04,3.65,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.48,99300,1.00E-04,3.94,53100,2.20E-04,3.69,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.58,99300,1.00E-04,3.95,53100,2.20E-04,3.77,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.68,99300,1.00E-04,4.15,53100,2.20E-04,3.83,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.75,99300,1.00E-04,4.12,53100,2.20E-04,3.89,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.85,99300,1.00E-04,4.25,53100,2.20E-04,3.97,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.95,99300,1.00E-04,4.22,53100,2.20E-04,4.02,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.34,53100,2.20E-04,4.1,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.49,53100,2.20E-04,4.17,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.53,53100,2.20E-04,4.25,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.61,53100,2.20E-04,4.26,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.64,53100,2.20E-04,4.36,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.71,53100,2.20E-04,4.46,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.8,53100,2.20E-04,4.51,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.89,53100,2.20E-04,4.62,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.95,53100,2.20E-04,4.63,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.74,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.82,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.91,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.96,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.12,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.08,55300,1.00E-04,0.29,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.31,55300,1.00E-04,0.47,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.53,55300,1.00E-04,0.64,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1000,4.93,0.73,55300,1.00E-04,0.8,1750,4.70E-03,0,99300,1.00E-04,0.03,53100,2.20E-04,0.06,14920,1.00E-03
1200,4.93,0.91,55300,1.00E-04,0.96,1750,4.70E-03,0.07,99300,1.00E-04,0.15,53100,2.20E-04,0.16,14920,1.00E-03
1400,4.93,1.09,55300,1.00E-04,1.11,1750,4.70E-03,0.21,99300,1.00E-04,0.23,53100,2.20E-04,0.25,14920,1.00E-03
1600,4.93,1.29,55300,1.00E-04,1.26,1750,4.70E-03,0.33,99300,1.00E-04,0.36,53100,2.20E-04,0.35,14920,1.00E-03
1800,4.93,1.47,55300,1.00E-04,1.41,1750,4.70E-03,0.44,99300,1.00E-04,0.46,53100,2.20E-04,0.45,14920,1.00E-03
2000,4.93,1.61,55300,1.00E-04,1.54,1750,4.70E-03,0.53,99300,1.00E-04,0.58,53100,2.20E-04,0.55,14920,1.00E-03
2200,4.93,1.81,55300,1.00E-04,1.69,1750,4.70E-03,0.67,99300,1.00E-04,0.67,53100,2.20E-04,0.63,14920,1.00E-03
2400,4.93,1.94,55300,1.00E-04,1.82,1750,4.70E-03,0.78,99300,1.00E-04,0.76,53100,2.20E-04,0.73,14920,1.00E-03
2600,4.93,2.13,55300,1.00E-04,1.95,1750,4.70E-03,0.89,99300,1.00E-04,0.88,53100,2.20E-04,0.8,14920,1.00E-03
2800,4.93,2.25,55300,1.00E-04,2.08,1750,4.70E-03,1,99300,1.00E-04,0.95,53100,2.20E-04,0.91,14920,1.00E-03
3000,4.93,2.72,55300,1.00E-04,2.19,1750,4.70E-03,1.09,99300,1.00E-04,1.06,53100,2.20E-04,1,14920,1.00E-03
3200,4.93,2.86,55300,1.00E-04,2.32,1750,4.70E-03,1.21,99300,1.00E-04,1.13,53100,2.20E-04,1.07,14920,1.00E-03
3400,4.93,2.8,55300,1.00E-04,2.44,1750,4.70E-03,1.31,99300,1.00E-04,1.23,53100,2.20E-04,1.17,14920,1.00E-03
3600,4.93,2.72,55300,1.00E-04,2.54,1750,4.70E-03,1.41,99300,1.00E-04,1.32,53100,2.20E-04,1.26,14920,1.00E-03
3800,4.93,2.9,55300,1.00E-04,2.66,1750,4.70E-03,1.5,99300,1.00E-04,1.45,53100,2.20E-04,1.32,14920,1.00E-03
4000,4.93,3.05,55300,1.00E-04,2.77,1750,4.70E-03,1.61,99300,1.00E-04,1.5,53100,2.20E-04,1.41,14920,1.00E-03
4200,4.93,3.19,55300,1.00E-04,2.87,1750,4.70E-03,1.71,99300,1.00E-04,1.58,53100,2.20E-04,1.48,14920,1.00E-03
4400,4.93,3.32,55300,1.00E-04,2.97,1750,4.70E-03,1.79,99300,1.00E-04,1.62,53100,2.20E-04,1.56,14920,1.00E-03
4600,4.93,3.47,55300,1.00E-04,3.08,1750,4.70E-03,1.89,99300,1.00E-04,1.74,53100,2.20E-04,1.64,14920,1.00E-03
4800,4.93,3.57,55300,1.00E-04,3.18,1750,4.70E-03,1.98,99300,1.00E-04,1.83,53100,2.20E-04,1.72,14920,1.00E-03
5000,4.93,3.72,55300,1.00E-04,3.28,1750,4.70E-03,2.07,99300,1.00E-04,1.91,53100,2.20E-04,1.8,14920,1.00E-03
5200,4.93,3.85,55300,1.00E-04,3.38,1750,4.70E-03,2.15,99300,1.00E-04,1.98,53100,2.20E-04,1.86,14920,1.00E-03
5400,4.93,4.02,55300,1.00E-04,3.48,1750,4.70E-03,2.24,99300,1.00E-04,2.05,53100,2.20E-04,1.94,14920,1.00E-03
5600,4.93,4.19,55300,1.00E-04,3.56,1750,4.70E-03,2.32,99300,1.00E-04,2.13,53100,2.20E-04,2.01,14920,1.00E-03
5800,4.93,4.31,55300,1.00E-04,3.7,1750,4.70E-03,2.39,99300,1.00E-04,2.16,53100,2.20E-04,2.07,14920,1.00E-03
6000,4.93,4.51,55300,1.00E-04,3.8,1750,4.70E-03,2.47,99300,1.00E-04,2.25,53100,2.20E-04,2.13,14920,1.00E-03
6200,4.93,4.7,55300,1.00E-04,3.93,1750,4.70E-03,2.55,99300,1.00E-04,2.32,53100,2.20E-04,2.22,14920,1.00E-03
6400,4.93,4.87,55300,1.00E-04,4.02,1750,4.70E-03,2.64,99300,1.00E-04,2.4,53100,2.20E-04,2.27,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.14,1750,4.70E-03,2.73,99300,1.00E-04,2.51,53100,2.20E-04,2.33,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.27,1750,4.70E-03,2.79,99300,1.00E-04,2.56,53100,2.20E-04,2.41,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.34,1750,4.70E-03,2.86,99300,1.00E-04,2.64,53100,2.20E-04,2.48,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.65,1750,4.70E-03,2.95,99300,1.00E-04,2.68,53100,2.20E-04,2.54,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.73,1750,4.70E-03,3,99300,1.00E-04,2.73,53100,2.20E-04,2.61,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.86,1750,4.70E-03,3.07,99300,1.00E-04,2.82,53100,2.20E-04,2.66,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.14,99300,1.00E-04,2.92,53100,2.20E-04,2.72,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.22,99300,1.00E-04,2.95,53100,2.20E-04,2.78,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.27,99300,1.00E-04,3.01,53100,2.20E-04,2.83,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.36,99300,1.00E-04,3.05,53100,2.20E-04,2.9,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.42,99300,1.00E-04,3.12,53100,2.20E-04,2.97,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.5,99300,1.00E-04,3.2,53100,2.20E-04,3.02,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.57,99300,1.00E-04,3.25,53100,2.20E-04,3.08,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.74,99300,1.00E-04,3.34,53100,2.20E-04,3.14,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.72,99300,1.00E-04,3.37,53100,2.20E-04,3.2,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.81,99300,1.00E-04,3.38,53100,2.20E-04,3.24,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.88,99300,1.00E-04,3.44,53100,2.20E-04,3.29,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.97,99300,1.00E-04,3.47,53100,2.20E-04,3.34,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.03,99300,1.00E-04,3.6,53100,2.20E-04,3.4,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.12,99300,1.00E-04,3.67,53100,2.20E-04,3.44,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.22,99300,1.00E-04,3.75,53100,2.20E-04,3.53,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.31,99300,1.00E-04,3.87,53100,2.20E-04,3.57,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.37,99300,1.00E-04,3.89,53100,2.20E-04,3.63,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.46,99300,1.00E-04,3.96,53100,2.20E-04,3.69,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.56,99300,1.00E-04,4.01,53100,2.20E-04,3.76,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.65,99300,1.00E-04,4.12,53100,2.20E-04,3.81,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.75,99300,1.00E-04,4.16,53100,2.20E-04,3.89,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.84,99300,1.00E-04,4.24,53100,2.20E-04,3.94,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.89,99300,1.00E-04,4.32,53100,2.20E-04,4.03,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.99,99300,1.00E-04,4.49,53100,2.20E-04,4.1,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.53,53100,2.20E-04,4.16,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.55,53100,2.20E-04,4.22,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.64,53100,2.20E-04,4.32,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.72,53100,2.20E-04,4.32,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.76,53100,2.20E-04,4.46,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.86,53100,2.20E-04,4.51,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.94,53100,2.20E-04,4.59,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.67,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.72,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.78,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.85,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.99,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.21,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.23,55300,1.00E-04,0.38,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.44,55300,1.00E-04,0.56,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.68,55300,1.00E-04,0.72,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1000,4.93,0.91,55300,1.00E-04,0.84,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.05,14920,1.00E-03
1200,4.93,1.1,55300,1.00E-04,1.04,1750,4.70E-03,0.07,99300,1.00E-04,0.08,53100,2.20E-04,0.15,14920,1.00E-03
1400,4.93,1.34,55300,1.00E-04,1.19,1750,4.70E-03,0.21,99300,1.00E-04,0.21,53100,2.20E-04,0.25,14920,1.00E-03
1600,4.93,1.53,55300,1.00E-04,1.33,1750,4.70E-03,0.33,99300,1.00E-04,0.31,53100,2.20E-04,0.35,14920,1.00E-03
1800,4.93,1.71,55300,1.00E-04,1.46,1750,4.70E-03,0.46,99300,1.00E-04,0.39,53100,2.20E-04,0.44,14920,1.00E-03
2000,4.93,1.87,55300,1.00E-04,1.61,1750,4.70E-03,0.57,99300,1.00E-04,0.5,53100,2.20E-04,0.52,14920,1.00E-03
2200,4.93,2.04,55300,1.00E-04,1.74,1750,4.70E-03,0.68,99300,1.00E-04,0.61,53100,2.20E-04,0.62,14920,1.00E-03
2400,4.93,2.21,55300,1.00E-04,1.87,1750,4.70E-03,0.81,99300,1.00E-04,0.75,53100,2.20E-04,0.71,14920,1.00E-03
2600,4.93,2.34,55300,1.00E-04,2,1750,4.70E-03,0.91,99300,1.00E-04,0.84,53100,2.20E-04,0.81,14920,1.00E-03
2800,4.93,2.53,55300,1.00E-04,2.13,1750,4.70E-03,1.02,99300,1.00E-04,0.91,53100,2.20E-04,0.9,14920,1.00E-03
3000,4.93,2.68,55300,1.00E-04,2.26,1750,4.70E-03,1.13,99300,1.00E-04,1.02,53100,2.20E-04,0.98,14920,1.00E-03
3200,4.93,2.83,55300,1.00E-04,2.36,1750,4.70E-03,1.23,99300,1.00E-04,1.11,53100,2.20E-04,1.08,14920,1.00E-03
3400,4.93,2.71,55300,1.00E-04,2.47,1750,4.70E-03,1.34,99300,1.00E-04,1.17,53100,2.20E-04,1.15,14920,1.00E-03
3600,4.93,3.11,55300,1.00E-04,2.57,1750,4.70E-03,1.44,99300,1.00E-04,1.35,53100,2.20E-04,1.24,14920,1.00E-03
3800,4.93,3.25,55300,1.00E-04,2.68,1750,4.70E-03,1.53,99300,1.00E-04,1.38,53100,2.20E-04,1.32,14920,1.00E-03
4000,4.93,3.18,55300,1.00E-04,2.77,1750,4.70E-03,1.64,99300,1.00E-04,1.46,53100,2.20E-04,1.41,14920,1.00E-03
4200,4.93,3.52,55300,1.00E-04,2.86,1750,4.70E-03,1.73,99300,1.00E-04,1.54,53100,2.20E-04,1.48,14920,1.00E-03
4400,4.93,3.66,55300,1.00E-04,2.98,1750,4.70E-03,1.82,99300,1.00E-04,1.64,53100,2.20E-04,1.55,14920,1.00E-03
4600,4.93,3.79,55300,1.00E-04,3.06,1750,4.70E-03,1.91,99300,1.00E-04,1.72,53100,2.20E-04,1.66,14920,1.00E-03
4800,4.93,3.97,55300,1.00E-04,3.17,1750,4.70E-03,1.99,99300,1.00E-04,1.79,53100,2.20E-04,1.72,14920,1.00E-03
5000,4.93,4.15,55300,1.00E-04,3.24,1750,4.70E-03,2.1,99300,1.00E-04,1.89,53100,2.20E-04,1.8,14920,1.00E-03
5200,4.93,4.31,55300,1.00E-04,3.32,1750,4.70E-03,2.17,99300,1.00E-04,1.96,53100,2.20E-04,1.86,14920,1.00E-03
5400,4.93,4.48,55300,1.00E-04,3.38,1750,4.70E-03,2.26,99300,1.00E-04,2.04,53100,2.20E-04,1.94,14920,1.00E-03
5600,4.93,4.68,55300,1.00E-04,3.46,1750,4.70E-03,2.34,99300,1.00E-04,2.12,53100,2.20E-04,2.02,14920,1.00E-03
5800,4.93,4.86,55300,1.00E-04,3.55,1750,4.70E-03,2.43,99300,1.00E-04,2.19,53100,2.20E-04,2.09,14920,1.00E-03
6000,4.93,5,55300,1.00E-04,3.64,1750,4.70E-03,2.48,99300,1.00E-04,2.26,53100,2.20E-04,2.14,14920,1.00E-03
6200,4.93,5,55300,1.00E-04,3.84,1750,4.70E-03,2.58,99300,1.00E-04,2.34,53100,2.20E-04,2.22,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,3.96,1750,4.70E-03,2.67,99300,1.00E-04,2.41,53100,2.20E-04,2.29,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.09,1750,4.70E-03,2.73,99300,1.00E-04,2.48,53100,2.20E-04,2.37,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.2,1750,4.70E-03,2.81,99300,1.00E-04,2.56,53100,2.20E-04,2.42,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.33,1750,4.70E-03,2.87,99300,1.00E-04,2.68,53100,2.20E-04,2.46,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.47,1750,4.70E-03,2.95,99300,1.00E-04,2.68,53100,2.20E-04,2.56,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.6,1750,4.70E-03,3.01,99300,1.00E-04,2.72,53100,2.20E-04,2.62,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.71,1750,4.70E-03,3.1,99300,1.00E-04,2.81,53100,2.20E-04,2.68,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.84,1750,4.70E-03,3.17,99300,1.00E-04,2.86,53100,2.20E-04,2.74,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,4.96,1750,4.70E-03,3.28,99300,1.00E-04,2.97,53100,2.20E-04,2.78,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.3,99300,1.00E-04,3.04,53100,2.20E-04,2.83,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.37,99300,1.00E-04,3.07,53100,2.20E-04,2.91,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.44,99300,1.00E-04,3.1,53100,2.20E-04,2.98,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.5,99300,1.00E-04,3.16,53100,2.20E-04,3.04,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.61,99300,1.00E-04,3.21,53100,2.20E-04,3.08,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.66,99300,1.00E-04,3.28,53100,2.20E-04,3.16,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.73,99300,1.00E-04,3.34,53100,2.20E-04,3.21,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.81,99300,1.00E-04,3.41,53100,2.20E-04,3.24,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.9,99300,1.00E-04,3.47,53100,2.20E-04,3.29,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.99,99300,1.00E-04,3.54,53100,2.20E-04,3.35,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.06,99300,1.00E-04,3.62,53100,2.20E-04,3.39,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.16,99300,1.00E-04,3.73,53100,2.20E-04,3.45,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.23,99300,1.00E-04,3.78,53100,2.20E-04,3.51,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.34,99300,1.00E-04,3.82,53100,2.20E-04,3.57,14920,1.00E-03
